UID,FriendlyPointNameV2,FriendlyPointNameV3,LocationTag,EquipTag,PointTag,Category,Class
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 2_1A.VAV EB1A 3-2-9.nvoSpaceTemp.Present Value,BB VAV 03-02-09 ZoneTemp,BB_VAV_03_02_09_ZoneTemp,BB,VAV 03-02-09,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 3-3-1.nvoSpaceTemp.Present Value,BB VAV 03-03-01 ZoneTemp,BB_VAV_03_03_01_ZoneTemp,BB,VAV 03-03-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 3-3-2.nvoSpaceTemp.Present Value,BB VAV 03-03-02 ZoneTemp,BB_VAV_03_03_02_ZoneTemp,BB,VAV 03-03-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 3-3-3.nvoSpaceTemp.Present Value,BB VAV 03-03-03 ZoneTemp,BB_VAV_03_03_03_ZoneTemp,BB,VAV 03-03-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 3-3-4.nvoSpaceTemp.Present Value,BB VAV 03-03-04 ZoneTemp,BB_VAV_03_03_04_ZoneTemp,BB,VAV 03-03-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 3-4-1.nvoSpaceTemp.Present Value,BB VAV 03-04-01 ZoneTemp,BB_VAV_03_04_01_ZoneTemp,BB,VAV 03-04-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 3-4-2.nvoSpaceTemp.Present Value,BB VAV 03-04-02 ZoneTemp,BB_VAV_03_04_02_ZoneTemp,BB,VAV 03-04-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 3-4-3.nvoSpaceTemp.Present Value,BB VAV 03-04-03 ZoneTemp,BB_VAV_03_04_03_ZoneTemp,BB,VAV 03-04-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 3-4-4.nvoSpaceTemp.Present Value,BB VAV 03-04-04 ZoneTemp,BB_VAV_03_04_04_ZoneTemp,BB,VAV 03-04-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 3-5-1.nvoSpaceTemp.Present Value,BB VAV 03-05-01 ZoneTemp,BB_VAV_03_05_01_ZoneTemp,BB,VAV 03-05-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 3-5-2.nvoSpaceTemp.Present Value,BB VAV 03-05-02 ZoneTemp,BB_VAV_03_05_02_ZoneTemp,BB,VAV 03-05-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 3-5-3.nvoSpaceTemp.Present Value,BB VAV 03-05-03 ZoneTemp,BB_VAV_03_05_03_ZoneTemp,BB,VAV 03-05-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 3-5-4.nvoSpaceTemp.Present Value,BB VAV 03-05-04 ZoneTemp,BB_VAV_03_05_04_ZoneTemp,BB,VAV 03-05-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-1.nvoSpaceTemp.Present Value,BB VAV 03-06-01 ZoneTemp,BB_VAV_03_06_01_ZoneTemp,BB,VAV 03-06-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-2.nvoSpaceTemp.Present Value,BB VAV 03-06-02 ZoneTemp,BB_VAV_03_06_02_ZoneTemp,BB,VAV 03-06-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-3.nvoSpaceTemp.Present Value,BB VAV 03-06-03 ZoneTemp,BB_VAV_03_06_03_ZoneTemp,BB,VAV 03-06-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-4.nvoSpaceTemp.Present Value,BB VAV 03-06-04 ZoneTemp,BB_VAV_03_06_04_ZoneTemp,BB,VAV 03-06-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-5.nvoSpaceTemp.Present Value,BB VAV 03-06-05 ZoneTemp,BB_VAV_03_06_05_ZoneTemp,BB,VAV 03-06-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 3-6-6.nvoSpaceTemp.Present Value,BB VAV 03-06-06 ZoneTemp,BB_VAV_03_06_06_ZoneTemp,BB,VAV 03-06-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-1.nvoSpaceTemp.Present Value,BB VAV 04-03-01 ZoneTemp,BB_VAV_04_03_01_ZoneTemp,BB,VAV 04-03-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-2.nvoSpaceTemp.Present Value,BB VAV 04-03-02 ZoneTemp,BB_VAV_04_03_02_ZoneTemp,BB,VAV 04-03-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-3.nvoSpaceTemp.Present Value,BB VAV 04-03-03 ZoneTemp,BB_VAV_04_03_03_ZoneTemp,BB,VAV 04-03-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-4.nvoSpaceTemp.Present Value,BB VAV 04-03-04 ZoneTemp,BB_VAV_04_03_04_ZoneTemp,BB,VAV 04-03-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-5.nvoSpaceTemp.Present Value,BB VAV 04-03-05 ZoneTemp,BB_VAV_04_03_05_ZoneTemp,BB,VAV 04-03-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 4-3-6.nvoSpaceTemp.Present Value,BB VAV 04-03-06 ZoneTemp,BB_VAV_04_03_06_ZoneTemp,BB,VAV 04-03-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-1.nvoSpaceTemp.Present Value,BB VAV 04-04-01 ZoneTemp,BB_VAV_04_04_01_ZoneTemp,BB,VAV 04-04-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-2.nvoSpaceTemp.Present Value,BB VAV 04-04-02 ZoneTemp,BB_VAV_04_04_02_ZoneTemp,BB,VAV 04-04-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-3.nvoSpaceTemp.Present Value,BB VAV 04-04-03 ZoneTemp,BB_VAV_04_04_03_ZoneTemp,BB,VAV 04-04-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-4.nvoSpaceTemp.Present Value,BB VAV 04-04-04 ZoneTemp,BB_VAV_04_04_04_ZoneTemp,BB,VAV 04-04-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-5.nvoSpaceTemp.Present Value,BB VAV 04-04-05 ZoneTemp,BB_VAV_04_04_05_ZoneTemp,BB,VAV 04-04-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 4-4-6.nvoSpaceTemp.Present Value,BB VAV 04-04-06 ZoneTemp,BB_VAV_04_04_06_ZoneTemp,BB,VAV 04-04-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-1.nvoSpaceTemp.Present Value,BB VAV 04-05-01 ZoneTemp,BB_VAV_04_05_01_ZoneTemp,BB,VAV 04-05-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-2.nvoSpaceTemp.Present Value,BB VAV 04-05-02 ZoneTemp,BB_VAV_04_05_02_ZoneTemp,BB,VAV 04-05-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-3.nvoSpaceTemp.Present Value,BB VAV 04-05-03 ZoneTemp,BB_VAV_04_05_03_ZoneTemp,BB,VAV 04-05-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-4.nvoSpaceTemp.Present Value,BB VAV 04-05-04 ZoneTemp,BB_VAV_04_05_04_ZoneTemp,BB,VAV 04-05-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-5.nvoSpaceTemp.Present Value,BB VAV 04-05-05 ZoneTemp,BB_VAV_04_05_05_ZoneTemp,BB,VAV 04-05-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-6.nvoSpaceTemp.Present Value,BB VAV 04-05-06 ZoneTemp,BB_VAV_04_05_06_ZoneTemp,BB,VAV 04-05-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 4-5-7.nvoSpaceTemp.Present Value,BB VAV 04-05-07 ZoneTemp,BB_VAV_04_05_07_ZoneTemp,BB,VAV 04-05-07,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-1.nvoSpaceTemp.Present Value,BB VAV 04-06-01 ZoneTemp,BB_VAV_04_06_01_ZoneTemp,BB,VAV 04-06-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-2.nvoSpaceTemp.Present Value,BB VAV 04-06-02 ZoneTemp,BB_VAV_04_06_02_ZoneTemp,BB,VAV 04-06-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-3.nvoSpaceTemp.Present Value,BB VAV 04-06-03 ZoneTemp,BB_VAV_04_06_03_ZoneTemp,BB,VAV 04-06-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-4.nvoSpaceTemp.Present Value,BB VAV 04-06-04 ZoneTemp,BB_VAV_04_06_04_ZoneTemp,BB,VAV 04-06-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-5.nvoSpaceTemp.Present Value,BB VAV 04-06-05 ZoneTemp,BB_VAV_04_06_05_ZoneTemp,BB,VAV 04-06-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-6.nvoSpaceTemp.Present Value,BB VAV 04-06-06 ZoneTemp,BB_VAV_04_06_06_ZoneTemp,BB,VAV 04-06-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-7.nvoSpaceTemp.Present Value,BB VAV 04-06-07 ZoneTemp,BB_VAV_04_06_07_ZoneTemp,BB,VAV 04-06-07,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 4-6-8.nvoSpaceTemp.Present Value,BB VAV 04-06-08 ZoneTemp,BB_VAV_04_06_08_ZoneTemp,BB,VAV 04-06-08,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 5-3-1.nvoSpaceTemp.Present Value,BC VAV 05-03-01 ZoneTemp,BC_VAV_05_03_01_ZoneTemp,BC,VAV 05-03-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 5-3-2.nvoSpaceTemp.Present Value,BC VAV 05-03-02 ZoneTemp,BC_VAV_05_03_02_ZoneTemp,BC,VAV 05-03-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 5-3-3.nvoSpaceTemp.Present Value,BC VAV 05-03-03 ZoneTemp,BC_VAV_05_03_03_ZoneTemp,BC,VAV 05-03-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 5-3-4.nvoSpaceTemp.Present Value,BC VAV 05-03-04 ZoneTemp,BC_VAV_05_03_04_ZoneTemp,BC,VAV 05-03-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 5-3-5.nvoSpaceTemp.Present Value,BC VAV 05-03-05 ZoneTemp,BC_VAV_05_03_05_ZoneTemp,BC,VAV 05-03-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-1.nvoSpaceTemp.Present Value,BC VAV 05-04-01 ZoneTemp,BC_VAV_05_04_01_ZoneTemp,BC,VAV 05-04-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-2.nvoSpaceTemp.Present Value,BC VAV 05-04-02 ZoneTemp,BC_VAV_05_04_02_ZoneTemp,BC,VAV 05-04-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-3.nvoSpaceTemp.Present Value,BC VAV 05-04-03 ZoneTemp,BC_VAV_05_04_03_ZoneTemp,BC,VAV 05-04-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-4.nvoSpaceTemp.Present Value,BC VAV 05-04-04 ZoneTemp,BC_VAV_05_04_04_ZoneTemp,BC,VAV 05-04-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-5.nvoSpaceTemp.Present Value,BC VAV 05-04-05 ZoneTemp,BC_VAV_05_04_05_ZoneTemp,BC,VAV 05-04-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-6.nvoSpaceTemp.Present Value,BC VAV 05-04-06 ZoneTemp,BC_VAV_05_04_06_ZoneTemp,BC,VAV 05-04-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 5-4-7.nvoSpaceTemp.Present Value,BC VAV 05-04-07 ZoneTemp,BC_VAV_05_04_07_ZoneTemp,BC,VAV 05-04-07,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-1.nvoSpaceTemp.Present Value,BC VAV 05-05-01 ZoneTemp,BC_VAV_05_05_01_ZoneTemp,BC,VAV 05-05-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-2.nvoSpaceTemp.Present Value,BC VAV 05-05-02 ZoneTemp,BC_VAV_05_05_02_ZoneTemp,BC,VAV 05-05-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-3.nvoSpaceTemp.Present Value,BC VAV 05-05-03 ZoneTemp,BC_VAV_05_05_03_ZoneTemp,BC,VAV 05-05-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-4.nvoSpaceTemp.Present Value,BC VAV 05-05-04 ZoneTemp,BC_VAV_05_05_04_ZoneTemp,BC,VAV 05-05-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-5.nvoSpaceTemp.Present Value,BC VAV 05-05-05 ZoneTemp,BC_VAV_05_05_05_ZoneTemp,BC,VAV 05-05-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-6.nvoSpaceTemp.Present Value,BC VAV 05-05-06 ZoneTemp,BC_VAV_05_05_06_ZoneTemp,BC,VAV 05-05-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 5-5-7.nvoSpaceTemp.Present Value,BC VAV 05-05-07 ZoneTemp,BC_VAV_05_05_07_ZoneTemp,BC,VAV 05-05-07,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 5-6-1.nvoSpaceTemp.Present Value,BC VAV 05-06-01 ZoneTemp,BC_VAV_05_06_01_ZoneTemp,BC,VAV 05-06-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 5-6-2.nvoSpaceTemp.Present Value,BC VAV 05-06-02 ZoneTemp,BC_VAV_05_06_02_ZoneTemp,BC,VAV 05-06-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 5-6-3.nvoSpaceTemp.Present Value,BC VAV 05-06-03 ZoneTemp,BC_VAV_05_06_03_ZoneTemp,BC,VAV 05-06-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 5-6-4.nvoSpaceTemp.Present Value,BC VAV 05-06-04 ZoneTemp,BC_VAV_05_06_04_ZoneTemp,BC,VAV 05-06-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 5-6-5.nvoSpaceTemp.Present Value,BC VAV 05-06-05 ZoneTemp,BC_VAV_05_06_05_ZoneTemp,BC,VAV 05-06-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 5-6-6.nvoSpaceTemp.Present Value,BC VAV 05-06-06 ZoneTemp,BC_VAV_05_06_06_ZoneTemp,BC,VAV 05-06-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 5-6-7.nvoSpaceTemp.Present Value,BC VAV 05-06-07 ZoneTemp,BC_VAV_05_06_07_ZoneTemp,BC,VAV 05-06-07,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 5-6-8.nvoSpaceTemp.Present Value,BC VAV 05-06-08 ZoneTemp,BC_VAV_05_06_08_ZoneTemp,BC,VAV 05-06-08,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 5-6-9.nvoSpaceTemp.Present Value,BC VAV 05-06-09 ZoneTemp,BC_VAV_05_06_09_ZoneTemp,BC,VAV 05-06-09,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 6-3-1.nvoSpaceTemp.Present Value,BC VAV 06-03-01 ZoneTemp,BC_VAV_06_03_01_ZoneTemp,BC,VAV 06-03-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 6-3-2.nvoSpaceTemp.Present Value,BC VAV 06-03-02 ZoneTemp,BC_VAV_06_03_02_ZoneTemp,BC,VAV 06-03-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 6-3-4.nvoSpaceTemp.Present Value,BC VAV 06-03-04 ZoneTemp,BC_VAV_06_03_04_ZoneTemp,BC,VAV 06-03-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 6-3-5.nvoSpaceTemp.Present Value,BC VAV 06-03-05 ZoneTemp,BC_VAV_06_03_05_ZoneTemp,BC,VAV 06-03-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 6-3-6.nvoSpaceTemp.Present Value,BC VAV 06-03-06 ZoneTemp,BC_VAV_06_03_06_ZoneTemp,BC,VAV 06-03-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 3.VAV EB1 6-3-7.nvoSpaceTemp.Present Value,BC VAV 06-03-07 ZoneTemp,BC_VAV_06_03_07_ZoneTemp,BC,VAV 06-03-07,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 6-4-1.nvoSpaceTemp.Present Value,BC VAV 06-04-01 ZoneTemp,BC_VAV_06_04_01_ZoneTemp,BC,VAV 06-04-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 6-4-2.nvoSpaceTemp.Present Value,BC VAV 06-04-02 ZoneTemp,BC_VAV_06_04_02_ZoneTemp,BC,VAV 06-04-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 6-4-3.nvoSpaceTemp.Present Value,BC VAV 06-04-03 ZoneTemp,BC_VAV_06_04_03_ZoneTemp,BC,VAV 06-04-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 6-4-4.nvoSpaceTemp.Present Value,BC VAV 06-04-04 ZoneTemp,BC_VAV_06_04_04_ZoneTemp,BC,VAV 06-04-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 6-4-5.nvoSpaceTemp.Present Value,BC VAV 06-04-05 ZoneTemp,BC_VAV_06_04_05_ZoneTemp,BC,VAV 06-04-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 6-4-6.nvoSpaceTemp.Present Value,BC VAV 06-04-06 ZoneTemp,BC_VAV_06_04_06_ZoneTemp,BC,VAV 06-04-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 4.VAV EB1 6-4-7.nvoSpaceTemp.Present Value,BC VAV 06-04-07 ZoneTemp,BC_VAV_06_04_07_ZoneTemp,BC,VAV 06-04-07,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 6-5-1.nvoSpaceTemp.Present Value,BC VAV 06-05-01 ZoneTemp,BC_VAV_06_05_01_ZoneTemp,BC,VAV 06-05-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 6-5-2.nvoSpaceTemp.Present Value,BC VAV 06-05-02 ZoneTemp,BC_VAV_06_05_02_ZoneTemp,BC,VAV 06-05-02,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 6-5-3.nvoSpaceTemp.Present Value,BC VAV 06-05-03 ZoneTemp,BC_VAV_06_05_03_ZoneTemp,BC,VAV 06-05-03,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 6-5-4.nvoSpaceTemp.Present Value,BC VAV 06-05-04 ZoneTemp,BC_VAV_06_05_04_ZoneTemp,BC,VAV 06-05-04,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 6-5-5.nvoSpaceTemp.Present Value,BC VAV 06-05-05 ZoneTemp,BC_VAV_06_05_05_ZoneTemp,BC,VAV 06-05-05,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 6-5-6.nvoSpaceTemp.Present Value,BC VAV 06-05-06 ZoneTemp,BC_VAV_06_05_06_ZoneTemp,BC,VAV 06-05-06,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-4/LON Trunk1.VAV EB1A BLK.LEVEL 5.VAV EB1 6-5-7.nvoSpaceTemp.Present Value,BC VAV 06-05-07 ZoneTemp,BC_VAV_06_05_07_ZoneTemp,BC,VAV 06-05-07,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 6-6-1.nvoSpaceTemp.Present Value,BC VAV 06-06-01 ZoneTemp,BC_VAV_06_06_01_ZoneTemp,BC,VAV 06-06-01,ZoneTemp,VAVZoneTemp,Analog
PC100818B:NAE55-3/LON Trunk.VAV EB1 BLK.LEVEL 6.VAV EB1 6-6-2.nvoSpaceTemp.Present Value,BC VAV 06-06-02 ZoneTemp,BC_VAV_06_06_02_ZoneTemp,BC,VAV 06-06-02,ZoneTemp,VAVZoneTemp,Analog
